"comm_fkt","date","inc_lowCI","inc_med","inc_uppCI","inc_true","case_lowCI","case_med","case_uppCI","case_true","pop","hist_year","season","month_lab"
"KELILALINA_KIANJANOMBY",2023-11-01,29.848111490705,38.8971238441116,50.6901997354096,NA,38,50,65,NA,1279,1,"2023/2024","Nov"
"KELILALINA_MANDRIVANY",2023-11-01,17.591130070874,22.8734272227476,29.7422382640453,NA,27,35,46,NA,1530,1,"2023/2024","Nov"
"MAROHARATRA_AMBALAVOLO",2023-11-01,108.640496491584,139.103823231966,178.114643933018,NA,128,164,210,NA,1178,1,"2023/2024","Nov"
"MAROHARATRA_AMBINANINDRANO",2023-11-01,24.6183833678407,32.9191508577785,44.0150591344593,NA,19,25,34,NA,764,1,"2023/2024","Nov"
"MAROHARATRA_AMBODIMANGA",2023-11-01,92.4452182502083,119.145475459226,153.556306202506,NA,63,81,104,NA,677,1,"2023/2024","Nov"
"MAROHARATRA_AMBOHITSARA EST",2023-11-01,33.8388991279978,45.202882618405,60.3780785679944,NA,43,57,77,NA,1269,1,"2023/2024","Nov"
"MAROHARATRA_AMPASIMADINIKA",2023-11-01,29.8228410233141,39.2442861008105,51.6397964865328,NA,26,35,45,NA,881,1,"2023/2024","Nov"
"MAROHARATRA_AMPASIMADINIKAKELY",2023-11-01,45.7527750306129,59.7090334356945,77.9183631636492,NA,41,53,69,NA,888,1,"2023/2024","Nov"
"MAROHARATRA_AMPASIMPOTSY",2023-11-01,37.7559635936534,49.4179243652464,64.6781280184062,NA,22,29,38,NA,592,1,"2023/2024","Nov"
"MAROHARATRA_ANIVORANO",2023-11-01,27.7719860053782,39.302654677977,55.6047039869927,NA,19,26,37,NA,671,1,"2023/2024","Nov"
"MAROHARATRA_ANTANJOMANGA",2023-11-01,20.1498571432535,29.7707056526367,43.9690015208109,NA,16,24,35,NA,805,1,"2023/2024","Nov"
"MAROHARATRA_BETAMPONA NORD",2023-11-01,13.5845167642546,18.6266606460081,25.5394624325148,NA,13,18,24,NA,951,1,"2023/2024","Nov"
"MAROHARATRA_MAHATSARA",2023-11-01,33.8548630354187,46.457050663305,63.7392865545287,NA,36,50,69,NA,1075,1,"2023/2024","Nov"
"MAROHARATRA_MALAZAMASINA NORD",2023-11-01,26.4788439539012,39.1132280959391,57.7540551996989,NA,17,26,38,NA,658,1,"2023/2024","Nov"
"MAROHARATRA_MALAZAMASINA SUD",2023-11-01,85.4595081942992,119.403171697676,166.812871802415,NA,61,85,118,NA,710,1,"2023/2024","Nov"
"MAROHARATRA_MALEMIAMBO",2023-11-01,14.4646920566095,19.8150164405949,27.1429631620951,NA,10,13,18,NA,661,1,"2023/2024","Nov"
"MAROHARATRA_MANAKANA",2023-11-01,14.3286869351787,21.5262613915477,32.3283998195104,NA,7,11,17,NA,522,1,"2023/2024","Nov"
"MAROHARATRA_MAROHARATRA",2023-11-01,36.1768043898907,47.4151645253285,62.1432359847855,NA,44,58,75,NA,1214,1,"2023/2024","Nov"
"MAROHARATRA_SAHOMBY",2023-11-01,30.3203783806046,43.8278064255398,63.32968397709,NA,19,27,39,NA,617,1,"2023/2024","Nov"
"MAROHARATRA_SOANIERANA",2023-11-01,24.4288995547381,32.4047917817454,42.9819274988219,NA,15,21,27,NA,633,1,"2023/2024","Nov"
"MAROHARATRA_TANAMBAO OUEST",2023-11-01,22.5629546069577,30.4583494787033,41.1123792601331,NA,13,18,24,NA,591,1,"2023/2024","Nov"
"MAROTOKO_AMBALAVIA",2023-11-01,74.9618965414501,107.236583116685,153.408299693916,NA,43,62,89,NA,580,1,"2023/2024","Nov"
"MAROTOKO_AMBARIJATSY",2023-11-01,57.6703363856789,87.8078984588051,133.692303072557,NA,52,79,121,NA,905,1,"2023/2024","Nov"
"MAROTOKO_AMBATOMITRATRAKA",2023-11-01,156.643312946913,222.971347413367,317.409021045042,NA,74,105,150,NA,472,1,"2023/2024","Nov"
"MAROTOKO_AMBOATROTROKA",2023-11-01,81.8762641712719,111.724292252928,152.454031560877,NA,69,94,128,NA,841,1,"2023/2024","Nov"
"MAROTOKO_AMBODIARA SUD",2023-11-01,33.3898594423917,44.6871599406453,59.806856664763,NA,31,41,55,NA,920,1,"2023/2024","Nov"
"MAROTOKO_AMBOHIMAHAVELONA",2023-11-01,80.8522173840517,115.425818538557,164.773494410456,NA,58,83,119,NA,720,1,"2023/2024","Nov"
"MAROTOKO_KIANJANOMBY",2023-11-01,43.4069446141271,58.2976135977426,78.296979278256,NA,39,52,70,NA,898,1,"2023/2024","Nov"
"MAROTOKO_MANAMPANDRANA",2023-11-01,35.1154265248085,47.9127212133826,65.3717861661366,NA,23,31,42,NA,650,1,"2023/2024","Nov"
"MAROTOKO_MANDIAFASINA",2023-11-01,52.5454667635605,70.6678925919998,95.0391784423307,NA,39,53,71,NA,751,1,"2023/2024","Nov"
"MAROTOKO_MAROTOKO",2023-11-01,24.9645510675728,33.4437424234719,44.8036285457422,NA,53,70,94,NA,2106,1,"2023/2024","Nov"
"RANOMAFANA_AMBATOLAHY",2023-11-01,6.47879706773968,9.13555175192895,12.881809611947,NA,10,14,20,NA,1546,1,"2023/2024","Nov"
"RANOMAFANA_AMBODIAVIAVY",2023-11-01,7.88394801043278,11.1338924416713,15.7233601423898,NA,10,14,19,NA,1237,1,"2023/2024","Nov"
"RANOMAFANA_AMPASIMPOTSY",2023-11-01,10.7274545329634,15.0411340312464,21.0901196475875,NA,24,34,48,NA,2266,1,"2023/2024","Nov"
"RANOMAFANA_MENARANO",2023-11-01,9.83848185138121,13.9315584373129,19.7268494508966,NA,15,21,30,NA,1527,1,"2023/2024","Nov"
"RANOMAFANA_RANOMAFANA",2023-11-01,5.22618305225671,7.32212054524852,10.2587716078044,NA,24,34,48,NA,4648,1,"2023/2024","Nov"
"RANOMAFANA_SAHANDRAZANA",2023-11-01,16.614145933004,25.0688687671752,37.8202121047057,NA,16,23,35,NA,933,1,"2023/2024","Nov"
"RANOMAFANA_TSARAMANDROSO",2023-11-01,21.7681748878642,30.4029221025533,42.4628781831661,NA,61,85,119,NA,2801,1,"2023/2024","Nov"
"RANOMAFANA_VOHIMARINA",2023-11-01,10.5655349041634,15.3546079956075,22.3142280320105,NA,20,29,43,NA,1905,1,"2023/2024","Nov"
"TSARATANANA_AMBALAFARY",2023-11-01,156.304233967786,206.43447864458,272.662738055975,NA,168,223,294,NA,1078,1,"2023/2024","Nov"
"TSARATANANA_AMBALAFATAKANA EST",2023-11-01,98.9385569001665,128.900759029095,167.949695593247,NA,97,126,165,NA,981,1,"2023/2024","Nov"
"TSARATANANA_AMBATOHARANANA",2023-11-01,34.5398113331017,44.0411611187398,56.1561472777068,NA,77,98,125,NA,2226,1,"2023/2024","Nov"
"TSARATANANA_AMBATOHARANANAKELY",2023-11-01,49.6454476364064,64.5940245652879,84.0394107453284,NA,58,75,98,NA,1168,1,"2023/2024","Nov"
"TSARATANANA_AMBODIGOAVY",2023-11-01,32.7333249288845,41.8182303427661,53.4232284833665,NA,27,34,43,NA,814,1,"2023/2024","Nov"
"TSARATANANA_AMBODIMANGA EST",2023-11-01,15.9106402992496,20.5795016334775,26.6183343469687,NA,34,44,56,NA,2114,1,"2023/2024","Nov"
"TSARATANANA_AMBODIMANGA OUEST",2023-11-01,41.8896246514952,53.8734177305137,69.2853886478743,NA,45,58,74,NA,1069,1,"2023/2024","Nov"
"TSARATANANA_AMBODIRAFIA EST",2023-11-01,62.9205097291842,81.5979774115466,105.821919526545,NA,109,141,183,NA,1727,1,"2023/2024","Nov"
"TSARATANANA_AMBOHIMASINA",2023-11-01,21.7835466490688,29.1477184185282,39.0006872927056,NA,31,41,55,NA,1414,1,"2023/2024","Nov"
"TSARATANANA_AMBOHIMITA",2023-11-01,41.3460029328641,53.7948255509788,69.9937194810276,NA,44,58,75,NA,1076,1,"2023/2024","Nov"
"TSARATANANA_AMBOHINIHAONANA",2023-11-01,57.1745026163269,72.9679234479581,93.1243899945579,NA,58,74,94,NA,1014,1,"2023/2024","Nov"
"TSARATANANA_AMBOHIPO",2023-11-01,31.891960554516,40.7815005364394,52.148751360819,NA,42,54,69,NA,1326,1,"2023/2024","Nov"
"TSARATANANA_AMBOHITSARA I",2023-11-01,23.3202098197026,29.6348089579318,37.6592316247744,NA,54,69,88,NA,2326,1,"2023/2024","Nov"
"TSARATANANA_ANALAMARINA",2023-11-01,62.0993231473222,79.6403845406177,102.142029586689,NA,90,116,149,NA,1456,1,"2023/2024","Nov"
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY",2023-11-01,25.529092174852,32.80736885386,42.1603403918445,NA,36,46,59,NA,1404,1,"2023/2024","Nov"
"TSARATANANA_ANTARALAVA",2023-11-01,32.8361549221927,42.3836726216677,54.7049610650918,NA,17,22,29,NA,530,1,"2023/2024","Nov"
"TSARATANANA_BEFARY",2023-11-01,51.1321883103139,65.5675622582895,84.0777178389511,NA,119,152,195,NA,2319,1,"2023/2024","Nov"
"TSARATANANA_MAROFOTOTRA",2023-11-01,29.1250114580081,37.8717718155514,49.2451207236989,NA,39,50,65,NA,1322,1,"2023/2024","Nov"
"TSARATANANA_SAHOFIKA",2023-11-01,24.4821152989273,31.080338022116,39.4567002760505,NA,38,48,61,NA,1540,1,"2023/2024","Nov"
"TSARATANANA_SANDRAKELY",2023-11-01,62.0314450945413,78.7458390846113,99.9649557912966,NA,56,71,90,NA,896,1,"2023/2024","Nov"
"TSARATANANA_SANDRASATY",2023-11-01,32.1901509417514,42.7585244289625,56.7962826691986,NA,41,55,73,NA,1277,1,"2023/2024","Nov"
"TSARATANANA_TSARATANANA",2023-11-01,38.3862334632788,48.6897214925407,61.7584303357761,NA,57,72,92,NA,1485,1,"2023/2024","Nov"
"TSARATANANA_VOHITRARIVO",2023-11-01,24.5630305039651,31.2743110108123,39.8186344681555,NA,27,35,44,NA,1117,1,"2023/2024","Nov"
"AMBIABE_AMBALAFASINA",2023-12-01,106.120539684126,153.243707200657,221.298247936839,NA,125,180,260,NA,1176,1,"2023/2024","Dec"
"AMBIABE_AMBALATENINA",2023-12-01,83.1064459787878,113.751842344366,155.695016831877,NA,127,174,238,NA,1531,1,"2023/2024","Dec"
"AMBIABE_AMBIABE I",2023-12-01,76.5097640039926,103.24598171587,139.325255101682,NA,258,348,470,NA,3374,1,"2023/2024","Dec"
"AMBIABE_AMBINANINDRANOTELO",2023-12-01,80.7416284647212,109.39263239975,148.209412229724,NA,289,392,531,NA,3583,1,"2023/2024","Dec"
"AMBIABE_ANKABOKA",2023-12-01,87.7397938385847,119.347326039956,162.337655906976,NA,142,194,263,NA,1623,1,"2023/2024","Dec"
"AMBIABE_SAHAVATANA",2023-12-01,70.6011908184595,96.8029183325347,132.730905853838,NA,65,89,123,NA,924,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBALAHERANA",2023-12-01,57.4763189375762,74.0638851304648,95.4406722931211,NA,53,68,88,NA,922,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBALAVARY",2023-12-01,76.1162969514366,98.7976412481559,128.237604919899,NA,62,80,104,NA,810,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBATOFANOKONANA",2023-12-01,50.0873237174193,67.7885877621692,91.7331308449846,NA,35,48,64,NA,702,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBILANIBE",2023-12-01,82.1352094289524,106.150799410515,137.188668867303,NA,53,69,89,NA,649,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBODIARA",2023-12-01,50.6113537474224,65.1299131640357,83.8117372786854,NA,17,22,28,NA,337,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBODIMANGA NORD",2023-12-01,140.758259848905,177.640850786385,224.214364105803,NA,189,238,300,NA,1340,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBODIRAFIA",2023-12-01,103.661631934232,132.604285737401,169.631923457234,NA,120,153,196,NA,1155,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBODIVOASARY",2023-12-01,37.4381202110962,49.214984044456,64.6930531114352,NA,39,51,67,NA,1042,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBOHIMANGA SUD",2023-12-01,30.2069245139574,38.4002592537646,48.8187350792589,NA,66,84,107,NA,2194,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_AMBOHIMIRANTY",2023-12-01,37.3848524714259,47.991146494534,61.6078292455641,NA,45,58,75,NA,1214,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_ANDRORANGAVOLA NORD",2023-12-01,65.7124552302396,84.5807256824595,108.869384048748,NA,101,130,167,NA,1532,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_ANTANJONA",2023-12-01,50.8431113561431,66.212098712085,86.2298015323926,NA,64,83,108,NA,1250,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_FALIARIVO",2023-12-01,85.8934307096789,113.647391692097,150.370041042509,NA,52,69,92,NA,610,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_FASINTSARA ANDAKANA",2023-12-01,65.9960001071984,87.9858136889872,117.292807772096,NA,40,53,70,NA,599,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_MANDROALINA",2023-12-01,49.4600336092225,63.4359788122474,81.3665363654122,NA,64,81,104,NA,1284,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_MAROLANANANA",2023-12-01,203.259564902167,262.601552679215,339.324337216236,NA,193,250,323,NA,951,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_MAROSATROKA",2023-12-01,44.6171340023616,59.6604914076926,79.7709562844015,NA,55,74,99,NA,1241,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_MASOAROVANA",2023-12-01,42.5844051017401,54.725291765014,70.3279611260037,NA,52,67,87,NA,1232,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_MORARANO",2023-12-01,70.9563138420268,91.6178488093579,118.301924657689,NA,47,61,79,NA,667,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_NOSIMBOAHANGY",2023-12-01,58.9768568310412,78.5811264583003,104.697126870128,NA,43,58,77,NA,737,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_SAHAMARANA",2023-12-01,49.6595727711981,63.630346588281,81.5337897247487,NA,67,85,109,NA,1341,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_SOANIHERENANA NORD",2023-12-01,163.541752228979,208.075925861955,264.780168125609,NA,135,171,218,NA,824,1,"2023/2024","Dec"
"AMBOHIMANGA DU SUD_VOHITRARIVO",2023-12-01,31.6426992978119,43.3497302172266,59.3844598858448,NA,35,48,66,NA,1116,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBINANITOMAROSANA",2023-12-01,46.7707387411572,65.7799838381532,92.5073856552922,NA,61,86,120,NA,1300,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBODIMANGA",2023-12-01,37.2543136593182,53.9672577677601,78.1638618459233,NA,29,42,60,NA,771,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBOHIDAZA",2023-12-01,189.908595884646,290.205288592255,443.675336522015,NA,72,110,169,NA,380,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBOHIMAHATSINJO",2023-12-01,128.607838528794,175.622290793385,239.853287181432,NA,113,155,211,NA,880,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBOHIMAHAVELONA",2023-12-01,66.1875885969963,91.3104749465908,125.978069844447,NA,40,55,75,NA,599,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBOHIMIERA",2023-12-01,95.9091803717217,123.808935980466,159.835307334526,NA,127,163,211,NA,1319,1,"2023/2024","Dec"
"AMBOHIMIERA_AMBOLO",2023-12-01,85.9487066439238,118.434122473268,163.198453175854,NA,42,57,79,NA,484,1,"2023/2024","Dec"
"AMBOHIMIERA_ANDEMAKA NORD",2023-12-01,118.545466267235,154.152063539129,200.468354637541,NA,143,186,242,NA,1205,1,"2023/2024","Dec"
"AMBOHIMIERA_ANDRORANGAVOLA",2023-12-01,58.9162349401475,79.2051108534348,106.490520616275,NA,46,62,83,NA,779,1,"2023/2024","Dec"
"AMBOHIMIERA_ANTARAMBAKANA",2023-12-01,96.3629112345265,127.686535016146,169.189680895502,NA,87,116,153,NA,907,1,"2023/2024","Dec"
"AMBOHIMIERA_FALIARIVO",2023-12-01,67.8932392988743,94.2576954052567,130.847484530268,NA,45,62,86,NA,660,1,"2023/2024","Dec"
"AMBOHIMIERA_FIADANANA NORD",2023-12-01,41.1070562993665,59.1093843463671,84.979646634035,NA,23,34,48,NA,568,1,"2023/2024","Dec"
"AMBOHIMIERA_MANARINONY",2023-12-01,77.3134034690576,101.758754272127,133.946112026172,NA,97,128,168,NA,1254,1,"2023/2024","Dec"
"AMBOHIMIERA_MAROFOTSY",2023-12-01,149.102283938425,195.885340451053,257.383397933619,NA,125,165,216,NA,841,1,"2023/2024","Dec"
"AMBOHIMIERA_MAROMANANA",2023-12-01,56.1982643040638,75.6798876898813,101.919267208268,NA,109,147,197,NA,1936,1,"2023/2024","Dec"
"AMBOHIMIERA_SAHALALONA",2023-12-01,30.2704242413364,40.7930333735114,54.9745802831109,NA,39,52,70,NA,1273,1,"2023/2024","Dec"
"AMBOHIMIERA_SAHASOMANGANA",2023-12-01,111.371546658697,145.10925400592,189.09347801393,NA,153,200,260,NA,1377,1,"2023/2024","Dec"
"AMBOHIMIERA_TSINJORANO",2023-12-01,155.216320837768,201.739260812958,262.227946750957,NA,116,151,196,NA,747,1,"2023/2024","Dec"
"AMBOHIMIERA_VOHIMENA",2023-12-01,103.026458595097,134.576054884935,175.795944283354,NA,89,116,152,NA,862,1,"2023/2024","Dec"
"AMPASINAMBO_AMBODIARA NORD",2023-12-01,40.6023880356864,58.5660631151863,84.4890032692252,NA,57,82,119,NA,1404,1,"2023/2024","Dec"
"AMPASINAMBO_AMPASIMBOLA I",2023-12-01,74.9357498840281,108.09669783587,155.949050239454,NA,30,43,63,NA,401,1,"2023/2024","Dec"
"AMPASINAMBO_FIADANANA NORD",2023-12-01,83.2501607233056,120.666127905053,174.912724122159,NA,39,56,81,NA,463,1,"2023/2024","Dec"
"AMPASINAMBO_MORARANO",2023-12-01,22.7418733773388,37.847931426184,62.9689502684969,NA,12,20,33,NA,519,1,"2023/2024","Dec"
"AMPASINAMBO_SAKAVANANA",2023-12-01,41.6821166329883,59.5253491178005,85.0095822921195,NA,35,50,72,NA,843,1,"2023/2024","Dec"
"AMPASINAMBO_VOLOBE",2023-12-01,55.3191014299201,79.5962661105166,114.524241672429,NA,23,33,47,NA,409,1,"2023/2024","Dec"
"ANALAMPASINA_AMBARO",2023-12-01,24.9070370002246,34.6889543513641,48.3108635935075,NA,33,46,65,NA,1338,1,"2023/2024","Dec"
"ANALAMPASINA_AMBOHIMALAZA",2023-12-01,31.9153641174599,43.2617095580622,58.6423986897885,NA,31,42,56,NA,962,1,"2023/2024","Dec"
"ANALAMPASINA_AMBOHIMIARINA",2023-12-01,36.7144009140413,53.2759553558055,77.3025933862096,NA,18,26,38,NA,494,1,"2023/2024","Dec"
"ANALAMPASINA_ANALAMPASINA",2023-12-01,87.7066120225134,118.841508793921,161.037856668023,NA,124,168,228,NA,1415,1,"2023/2024","Dec"
"ANALAMPASINA_ANALAVORY",2023-12-01,25.4837331333553,35.3993347564159,49.1705804097941,NA,19,26,36,NA,727,1,"2023/2024","Dec"
"ANALAMPASINA_ANDRORANGAVOLA SUD",2023-12-01,103.972249146873,142.012643444832,193.983730353218,NA,61,83,113,NA,582,1,"2023/2024","Dec"
"ANALAMPASINA_BETAMPO NORD",2023-12-01,84.1423541041791,118.670386403166,167.368240154515,NA,64,90,127,NA,758,1,"2023/2024","Dec"
"ANALAMPASINA_MANJIRIANA SUD",2023-12-01,33.5582114403143,47.7075485633468,67.8170483657109,NA,28,39,56,NA,821,1,"2023/2024","Dec"
"ANALAMPASINA_MATSITSIRANO",2023-12-01,55.4518329541103,77.3216691814962,107.821312057616,NA,43,60,84,NA,782,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBALATABAKA",2023-12-01,47.7334691563699,63.1522311054226,83.5509547273433,NA,41,55,72,NA,867,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBALAVAONA",2023-12-01,42.5872726461771,56.6639760016648,75.3909720940886,NA,47,63,83,NA,1106,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBODIARA NORD",2023-12-01,44.6023536242711,58.8787825314879,77.7257854845816,NA,42,55,73,NA,942,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBODIFONTSINA",2023-12-01,31.2562747923878,42.067451933205,56.6154994121786,NA,34,46,62,NA,1088,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBODIRORANGA",2023-12-01,68.918910788473,90.8601827008902,119.790924963284,NA,73,97,128,NA,1065,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO",2023-12-01,68.6857030620636,98.8548817301097,142.2590339195,NA,56,80,115,NA,811,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMBOHIMISAFY",2023-12-01,66.8645559462381,87.488581821292,114.478962127679,NA,85,112,146,NA,1277,1,"2023/2024","Dec"
"ANDRORANGAVOLA_AMPASIMPOTSY",2023-12-01,49.6760016174507,65.0064348558272,85.0702041183319,NA,80,105,137,NA,1611,1,"2023/2024","Dec"
"ANDRORANGAVOLA_ANDRORANGAVOLA",2023-12-01,30.1302987264273,38.9133115605866,50.2586463772048,NA,82,106,137,NA,2732,1,"2023/2024","Dec"
"ANDRORANGAVOLA_ANIVORANO",2023-12-01,26.8627781858893,34.9613315579442,45.5040969418694,NA,58,75,98,NA,2150,1,"2023/2024","Dec"
"ANDRORANGAVOLA_LAVAKIANJA SUD",2023-12-01,49.8829018999653,68.1532855406753,93.1079479390211,NA,41,56,77,NA,826,1,"2023/2024","Dec"
"ANDRORANGAVOLA_MAHASOA",2023-12-01,77.1230966720882,100.261714193041,130.350982242065,NA,224,291,378,NA,2899,1,"2023/2024","Dec"
"ANDRORANGAVOLA_MANDRIAPOTSY",2023-12-01,35.0742988856976,49.6568573997813,70.2916865100969,NA,14,21,29,NA,413,1,"2023/2024","Dec"
"ANDRORANGAVOLA_NOSIBE SUD",2023-12-01,38.9609256819218,51.5379145345934,68.1735700797122,NA,38,50,66,NA,966,1,"2023/2024","Dec"
"ANTARETRA_AMBINANIVATOMENA",2023-12-01,117.218836160972,159.100546957346,215.944892368614,NA,112,152,206,NA,954,1,"2023/2024","Dec"
"ANTARETRA_AMBOATROTROKA",2023-12-01,129.673416196079,170.279003008314,223.605149181793,NA,218,286,376,NA,1682,1,"2023/2024","Dec"
"ANTARETRA_AMBODIARA I",2023-12-01,82.89444604831,109.988208699401,145.936281550824,NA,63,84,111,NA,763,1,"2023/2024","Dec"
"ANTARETRA_AMBODIROTRA",2023-12-01,55.7657659576884,73.7850814879241,97.6250404112057,NA,54,71,94,NA,964,1,"2023/2024","Dec"
"ANTARETRA_AMPASIMBE",2023-12-01,162.914384838129,214.246115570511,281.763177168666,NA,159,209,275,NA,975,1,"2023/2024","Dec"
"ANTARETRA_ANDONABE",2023-12-01,85.3671591721207,112.262143089345,147.631710569865,NA,139,183,240,NA,1629,1,"2023/2024","Dec"
"ANTARETRA_ANDRANOMAITSO",2023-12-01,33.2767189401252,43.5699842700559,57.0480604791223,NA,65,85,111,NA,1941,1,"2023/2024","Dec"
"ANTARETRA_ANTARETRA",2023-12-01,33.3299766940758,43.6335677086824,57.1221304208267,NA,80,104,137,NA,2394,1,"2023/2024","Dec"
"ANTARETRA_BETAMPONA",2023-12-01,37.4291329361436,49.8434204972632,66.3736942130828,NA,22,29,39,NA,586,1,"2023/2024","Dec"
"ANTARETRA_MORAFENO",2023-12-01,94.9720001908721,125.017427727581,164.570954498292,NA,78,102,135,NA,818,1,"2023/2024","Dec"
"ANTSINDRA_AMBATOVORY",2023-12-01,36.9177345145245,50.5569127185227,69.2319588758388,NA,66,91,124,NA,1791,1,"2023/2024","Dec"
"ANTSINDRA_AMPITABE",2023-12-01,71.5238161670068,101.388551169703,143.712465724886,NA,80,114,161,NA,1120,1,"2023/2024","Dec"
"ANTSINDRA_AMPITOMITA",2023-12-01,85.2313577250357,114.458049806621,153.716705129514,NA,72,97,131,NA,850,1,"2023/2024","Dec"
"ANTSINDRA_ANIVORANO",2023-12-01,70.3883198371666,96.6094920154422,132.59144269911,NA,77,105,145,NA,1092,1,"2023/2024","Dec"
"ANTSINDRA_ANTSINDRA",2023-12-01,99.5229336988894,133.362444814919,178.721237353845,NA,156,209,280,NA,1564,1,"2023/2024","Dec"
"ANTSINDRA_BEFOTAKA",2023-12-01,65.9033780212796,93.1664767285617,131.697138373697,NA,69,98,138,NA,1049,1,"2023/2024","Dec"
"ANTSINDRA_KIANJAVATO",2023-12-01,111.248897260035,152.01528970111,207.729291524664,NA,87,118,162,NA,778,1,"2023/2024","Dec"
"FASINTSARA_AMBALAPAISO",2023-12-01,56.5332026542069,74.3952109482617,97.8996760875484,NA,65,86,113,NA,1158,1,"2023/2024","Dec"
"FASINTSARA_AMBATOMANJAKA",2023-12-01,43.6216936167166,56.6483263348875,73.567735444856,NA,50,65,85,NA,1154,1,"2023/2024","Dec"
"FASINTSARA_AMBINANISERY",2023-12-01,84.8694706361831,112.262955219229,148.500963172307,NA,40,53,71,NA,476,1,"2023/2024","Dec"
"FASINTSARA_AMBODIARA SUD",2023-12-01,72.0698459134958,93.0874406282497,120.242443072801,NA,109,140,181,NA,1509,1,"2023/2024","Dec"
"FASINTSARA_AMBODIVOANGY",2023-12-01,53.3046898669987,71.3826839673641,95.5861020402605,NA,40,53,71,NA,743,1,"2023/2024","Dec"
"FASINTSARA_AMBOHINIHAONANA",2023-12-01,69.1641090002155,90.0848383690839,117.336564253216,NA,53,69,90,NA,770,1,"2023/2024","Dec"
"FASINTSARA_AMBOHITSARA",2023-12-01,84.4330067488421,110.97867502912,145.876703476688,NA,31,41,54,NA,373,1,"2023/2024","Dec"
"FASINTSARA_ANDRANOMAINTSO",2023-12-01,72.1931686507638,95.5472655098527,126.465135515083,NA,114,151,200,NA,1579,1,"2023/2024","Dec"
"FASINTSARA_ANTENIMBELONA",2023-12-01,47.0356505380619,61.9698865488371,81.6473596917111,NA,61,81,107,NA,1307,1,"2023/2024","Dec"
"FASINTSARA_BEFOTAKA",2023-12-01,90.762450210193,119.555089177204,157.481131463767,NA,33,43,57,NA,363,1,"2023/2024","Dec"
"FASINTSARA_FASINTSARA",2023-12-01,82.2635221819851,106.57056485476,138.06521548051,NA,89,115,149,NA,1077,1,"2023/2024","Dec"
"FASINTSARA_MANAKANA SUD",2023-12-01,72.1992916022451,94.4739218750111,123.624205661522,NA,53,70,91,NA,738,1,"2023/2024","Dec"
"FASINTSARA_MAROVORAKA",2023-12-01,52.9272197152827,69.8848167664279,92.273717996947,NA,43,57,75,NA,813,1,"2023/2024","Dec"
"FASINTSARA_SAHAKONDRO",2023-12-01,30.018123278781,40.5536339582232,54.7847694787511,NA,12,16,21,NA,387,1,"2023/2024","Dec"
"FASINTSARA_TSARAKIANJA",2023-12-01,24.1849941516743,31.9094956615549,42.100334174511,NA,22,28,38,NA,891,1,"2023/2024","Dec"
"FASINTSARA_TSARARIVOTRA",2023-12-01,130.751036204569,170.491899983386,222.325382403028,NA,58,76,99,NA,444,1,"2023/2024","Dec"
"FASINTSARA_TSARATANANA",2023-12-01,53.8355339928285,70.6641696055668,92.7548322719738,NA,71,93,122,NA,1313,1,"2023/2024","Dec"
"IFANADIANA_AMBODIARA",2023-12-01,88.3693386463613,116.911919442423,154.676009540859,NA,176,232,307,NA,1988,1,"2023/2024","Dec"
